Time,pH,Hydrogen,Total Gas,Temperature,Pressure,Radioactivity,Power,Reactor Safety,Injection of Air,Injection of Air Degree,Resin Overheat,Resin Overheat Degree,Fuel Element Failure,Fuel Element Failure Degree,Chemical Addition,Vent Gas
39,10.921999999999974,51.95917839456012,61.95917839456012,512.4740913386371,2184.645619797895,10.0,100.0,0,,,,,,,False,False
40,10.919999999999973,51.903128459697136,61.903128459697136,512.1243556529821,2182.2724133595216,10.0,100.0,0,,,,,,,False,False
41,10.917999999999973,51.84181884694173,61.84181884694173,511.74138795123594,2179.673703954815,10.0,100.0,0,,,,,,,False,False
42,10.915999999999972,51.775435645589695,61.775435645589695,511.3262379212493,2176.85661446562,10.0,100.0,0,,,,,,,False,False
43,10.913999999999971,51.70417974635728,61.70417974635728,510.8800434603976,2173.8288663384124,10.0,100.0,0,,,,,,,False,False
44,10.91199999999997,51.62826607345024,61.62826607345024,510.4040275566835,2170.5987584203526,10.0,100.0,0,,,,,,,False,False
45,10.90999999999997,51.547922771066425,61.547922771066425,509.8994949366117,2167.175144212722,10.0,100.0,0,,,,,,,False,False
46,10.90799999999997,51.46339034921186,61.46339034921186,509.367828489024,2163.5674076040914,10.0,100.0,0,,,,,,,False,False
47,10.905999999999969,51.374920793856525,61.374920793856525,508.8104854746977,2159.7854371497347,10.0,100.0,0,,,,,,,False,False
48,10.903999999999968,51.28277664655515,61.28277664655515,508.22899353209465,2155.839598967785,10.0,100.0,0,,,,,,,False,False
49,10.901999999999967,51.187230058709964,61.187230058709964,507.6249464902104,2151.7407083264275,10.0,100.0,0,,,,,,,False,False
50,10.899999999999967,51.0885618256569,61.0885618256569,507.0,2147.5,10.0,100.0,0,,,,,,,False,False
51,10.897999999999966,50.987060405716335,60.987060405716335,506.35586699635365,2143.129097475257,10.0,100.0,0,,,,,,,False,False
52,10.895999999999965,50.88302092926581,60.88302092926581,505.6943130030612,2138.639981092201,10.0,100.0,0,,,,,,,False,False
53,10.893999999999965,50.77674420276708,60.77674420276708,505.0171512936342,2134.0449552068035,10.0,100.0,0,,,,,,,False,False
54,10.891999999999964,50.668535712516864,60.668535712516864,504.3262379212493,2129.35661446562,10.0,100.0,0,,,,,,,False,False
55,10.889999999999963,50.55870463269255,60.55870463269255,503.6234666314353,2124.5878092847397,10.0,100.0,0,,,,,,,False,False
56,10.887999999999963,50.44756284203485,60.44756284203485,502.91076367144865,2119.751610627687,10.0,100.0,0,,,,,,,False,False
57,10.885999999999962,50.33542395325175,60.33542395325175,502.19008251056323,2114.861274178822,10.0,100.0,0,,,,,,,False,False
58,10.883999999999961,50.22260235894748,60.22260235894748,501.4633984857472,2109.930204010427,10.0,100.0,0,,,,,,,False,False
59,10.88199999999996,50.10941229757941,60.10941229757941,500.7327033874012,2104.97191584308,10.0,100.0,0,,,,,,,False,False
60,10.87999999999996,49.99616694262952,59.99616694262952,500.0,2100.0,10.0,100.0,0,,,,,,,False,False
61,10.87799999999996,49.88317751784983,59.88317751784983,499.2672966125988,2095.02808415692,10.0,100.0,0,,,,,,,False,False
62,10.875999999999959,49.770752441106,59.770752441106,498.5366015142529,2090.069795989573,10.0,100.0,0,,,,,,,False,False
63,10.873999999999958,49.65919649900559,59.65919649900559,497.80991748943677,2085.138725821178,10.0,100.0,0,,,,,,,False,False
